trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
252,False,"{'a': 0.7, 'e': 0.07944545169055386}",25,11,18.286664102130587,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
253,False,"{'a': 0.7, 'e': 0.07865099717364833}",25,11,23.104720727912003,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.7, 'e': 0.07786448720191184}",25,15,17.512439411113306,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.7, 'e': 0.07708584232989273}",30,11,36.13099804673866,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.7, 'e': 0.0763149839065938}",25,11,15.643022066550248,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.7, 'e': 0.07555183406752786}",30,10,17.073886317345575,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.7, 'e': 0.07479631572685258}",30,8,31.900229350544873,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.7, 'e': 0.07404835256958406}",20,5,0.1473413739174494,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
260,False,"{'a': 0.7, 'e': 0.07330786904388821}",20,16,7.705321299576121,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.7, 'e': 0.07257479035344933}",20,10,18.1516188174867,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.7, 'e': 0.07184904244991484}",20,13,-28.417030585403797,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
263,False,"{'a': 0.7, 'e': 0.07113055202541568}",35,20,27.923644001494406,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.7, 'e': 0.07041924650516153}",20,12,6.8504853632360945,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.7, 'e': 0.06971505404010991}",25,17,19.162537740593773,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.7, 'e': 0.06901790349970881}",20,14,11.020995496043572,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.7, 'e': 0.06832772446471172}",25,11,24.15914516192187,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.7, 'e': 0.0676444472200646}",25,11,28.774902751122458,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.7, 'e': 0.06696800274786396}",25,17,-25.88750100650762,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
270,False,"{'a': 0.7, 'e': 0.06629832272038531}",20,9,22.575112830146807,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.7, 'e': 0.06563533949318147}",35,25,18.03188984675243,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.7, 'e': 0.06497898609824965}",25,11,30.953783079225406,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.7, 'e': 0.06432919623726716}",20,10,15.58777101505033,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.7, 'e': 0.06368590427489448}",20,13,12.214771274887374,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.7, 'e': 0.06304904523214554}",20,8,7.316715419045213,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.7, 'e': 0.06241855477982408}",25,11,21.06430771045801,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.7, 'e': 0.06179436923202584}",20,11,13.845661155443354,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.7, 'e': 0.06117642553970558}",20,3,15.468175132589382,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.7, 'e': 0.06056466128430853}",20,12,15.699596371257591,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.7, 'e': 0.05995901467146544}",25,15,21.16497062801493,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.7, 'e': 0.059359424524750785}",20,8,11.398202581517602,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.7, 'e': 0.05876583027950327}",30,19,23.317443164559226,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.7, 'e': 0.05817817197670824}",20,11,19.050041020219812,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.7, 'e': 0.05759639025694116}",20,15,8.91742976051729,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.7, 'e': 0.057020426354371746}",25,17,13.264941578333076,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.7, 'e': 0.05645022209082803}",30,21,8.650214991921338,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.7, 'e': 0.05588571986991975}",20,15,9.46160404195512,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.7, 'e': 0.05532686267122055}",20,12,15.497792877813184,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.7, 'e': 0.05477359404450834}",20,3,17.51553462374637,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.7, 'e': 0.05422585810406326}",25,12,22.411370376872533,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.7, 'e': 0.05368359952302263}",30,16,11.348596001224683,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.7, 'e': 0.0531467635277924}",30,17,22.80084231087755,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.7, 'e': 0.05261529589251448}",25,15,17.83704885945252,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.7, 'e': 0.05208914293358933}",25,19,11.510120334725615,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.7, 'e': 0.05156825150425344}",20,13,11.112296268328947,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.7, 'e': 0.0510525689892109}",20,6,27.86490999876667,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.7, 'e': 0.050542043299318794}",25,18,12.808413547402614,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.7, 'e': 0.050036622866325604}",20,4,25.183724457225953,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.7, 'e': 0.04953625663766235}",20,11,18.428603654259213,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,3,29.877960515485935,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,15,16.737026925206575,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,9,19.71957510684324,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,15,18.40270460157924,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,9,23.909121852935947,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,6,23.75762477314018,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,17,18.54558587196643,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,10,28.712096172034364,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,16,17.41822601741517,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,20,8.844084404664109,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
